id,long1,long2,lat1,lat2,long_center,lat_center,Timestamp1,Timestamp2,time_threshold,location,cc,lc,emp_name
8,24.90244225,24.90258146,36.05583716,36.05579887,24.902511855,36.055818015,01/09/2014 18:59:47,01/09/2014 19:04:01,60,Brew've Been Served,[],"[['1/9/2014', 'L2343', '18.25'], ['1/9/2014', 'L3800', '5.3'], ['1/9/2014', 'L8148', '15.82'], ['1/9/2014', 'L3572', '17.64'], ['1/9/2014', 'L2490', '12.12'], ['1/9/2014', 'L2169', '6.21'], ['1/9/2014', 'L9363', '19.47'], ['1/9/2014', 'L7291', '10.71'], ['1/9/2014', 'L8566', '5.13'], ['1/9/2014', 'L9254', '14.85']]",Alcazar Lucas
8,24.88590126,24.88592394,36.06370474,36.06365079,24.8859126,36.063677765,01/10/2014 07:19:11,01/10/2014 07:21:01,60,Hallowed Grounds,[],"[['1/10/2014', 'L8328', '16.75'], ['1/10/2014', 'L1107', '17.63'], ['1/10/2014', 'L6267', '9.34'], ['1/10/2014', 'L5777', '6.87'], ['1/10/2014', 'L6119', '10.34'], ['1/10/2014', 'L6544', '10.76'], ['1/10/2014', 'L4424', '12.03'], ['1/10/2014', 'L5553', '8.34'], ['1/10/2014', 'L8012', '11.49']]",Alcazar Lucas
8,24.88586661,24.88586728,36.06722426,36.06729805,24.885866945,36.067261155,01/10/2014 23:53:00,01/10/2014 23:55:01,60,,[],[],Alcazar Lucas
8,24.89989822,24.89991392,36.0544769,36.05448292,24.89990607,36.05447991,01/17/2014 19:20:39,01/17/2014 19:23:01,60,Katerinas Cafe,[],"[['1/17/2014', 'L9406', '30.72'], ['1/17/2014', 'L9018', '21.16'], ['1/17/2014', 'L8328', '14.93'], ['1/17/2014', 'L2343', '36.12'], ['1/17/2014', 'L4034', '33.73'], ['1/17/2014', 'L1682', '19.09'], ['1/17/2014', 'L6119', '32.13'], ['1/17/2014', 'L4149', '13.11'], ['1/17/2014', 'L2169', '35.52'], ['1/17/2014', 'L9637', '38.21'], ['1/17/2014', 'L8012', '21.22'], ['1/17/2014', 'L7814', '22.18'], ['1/17/2014', 'L3259', '27.49'], ['1/17/2014', 'L9362', '21.01']]",Alcazar Lucas
8,24.88594087,24.88594333,36.06371314,36.06364565,24.8859421,36.063679395,01/06/2014 07:37:14,01/06/2014 07:59:01,300,Hallowed Grounds,"[['1/6/2014 7:47', '8129', '16.53'], ['1/6/2014 7:48', '3492', '10.66'], ['1/6/2014 7:54', '7889', '16.88'], ['1/6/2014 7:54', '2681', '32.93'], ['1/6/2014 7:55', '9551', '8.05']]","[['1/6/2014', 'L8328', '16.53'], ['1/6/2014', 'L1107', '12.93'], ['1/6/2014', 'L5777', '8.05'], ['1/6/2014', 'L6544', '12.22'], ['1/6/2014', 'L4424', '10.07'], ['1/6/2014', 'L5553', '16.72'], ['1/6/2014', 'L7814', '10.66']]",Alcazar Lucas
8,24.88587119,24.88591702,36.06370919,36.06369626,24.885894105,36.063702725,01/07/2014 07:15:14,01/07/2014 07:39:01,300,Hallowed Grounds,"[['1/7/2014 7:35', '7889', '14.05'], ['1/7/2014 7:37', '8129', '8.91']]","[['1/7/2014', 'L8328', '8.91'], ['1/7/2014', 'L1107', '8.42'], ['1/7/2014', 'L6267', '10.33'], ['1/7/2014', 'L5777', '4.44'], ['1/7/2014', 'L6119', '14.05'], ['1/7/2014', 'L6544', '18.97'], ['1/7/2014', 'L5553', '9.92'], ['1/7/2014', 'L8012', '7.88'], ['1/7/2014', 'L7814', '9.61']]",Alcazar Lucas
8,24.8859068,24.88594423,36.06370886,36.06369745,24.885925515,36.063703155,01/08/2014 07:33:14,01/08/2014 08:02:01,300,Hallowed Grounds,"[['1/8/2014 7:39', '7108', '12.19'], ['1/8/2014 7:39', '1874', '8.15'], ['1/8/2014 7:39', '1310', '8.28'], ['1/8/2014 7:40', '8129', '5.85'], ['1/8/2014 7:43', '9617', '3.4'], ['1/8/2014 7:47', '3492', '3.11'], ['1/8/2014 7:50', '2681', '3.9'], ['1/8/2014 7:55', '7889', '79.92'], ['1/8/2014 7:56', '9551', '12.86'], ['1/8/2014 7:57', '6691', '11.63']]","[['1/8/2014', 'L8328', '5.85'], ['1/8/2014', 'L1107', '3.9'], ['1/8/2014', 'L6267', '11.63'], ['1/8/2014', 'L6119', '19.92'], ['1/8/2014', 'L4424', '8.15'], ['1/8/2014', 'L5553', '3.4'], ['1/8/2014', 'L7814', '3.11']]",Alcazar Lucas
8,24.88596361,24.88587989,36.06719059,36.0673003,24.88592175,36.067245445,01/08/2014 20:36:37,01/08/2014 20:46:55,300,,[],[],Alcazar Lucas
8,24.88586764,24.88594314,36.06365717,36.06367152,24.88590539,36.063664345,01/09/2014 07:44:14,01/09/2014 07:55:01,300,Hallowed Grounds,"[['1/9/2014 7:46', '8129', '75.24'], ['1/9/2014 7:50', '9551', '34.45'], ['1/9/2014 7:51', '7889', '19.22']]","[['1/9/2014', 'L8328', '15.24'], ['1/9/2014', 'L6267', '16.72'], ['1/9/2014', 'L1107', '15.33'], ['1/9/2014', 'L5777', '14.45'], ['1/9/2014', 'L6544', '16.77'], ['1/9/2014', 'L4424', '17.84'], ['1/9/2014', 'L5553', '18.48'], ['1/9/2014', 'L8012', '17.56'], ['1/9/2014', 'L3259', '10.25']]",Alcazar Lucas
8,24.90184636,24.90182529,36.05492902,36.05494388,24.901835825,36.05493645,01/10/2014 18:33:51,01/10/2014 19:00:01,300,Katerinas Cafe,[],"[['1/10/2014', 'L9018', '21.22'], ['1/10/2014', 'L6110', '8.14'], ['1/10/2014', 'L4034', '21.28'], ['1/10/2014', 'L4164', '34.76'], ['1/10/2014', 'L6544', '37.62'], ['1/10/2014', 'L3366', '25.62'], ['1/10/2014', 'L9637', '24.33'], ['1/10/2014', 'L3259', '15.76'], ['1/10/2014', 'L3295', '21.89'], ['1/10/2014', 'L9254', '25.36']]",Alcazar Lucas
