id,long1,long2,lat1,lat2,long_center,lat_center,Timestamp1,Timestamp2,time_threshold,location,cc,lc,emp_name
13,24.90261423,24.90252809,36.05585779,36.05575554,24.90257116,36.055806665,01/06/2014 19:20:04,01/06/2014 19:21:47,60,Brew've Been Served,[],"[['1/6/2014', 'L2247', '4.17'], ['1/6/2014', 'L9406', '9.6'], ['1/6/2014', 'L4034', '4.27'], ['1/6/2014', 'L6110', '11.2'], ['1/6/2014', 'L2343', '15.39'], ['1/6/2014', 'L1485', '18.24'], ['1/6/2014', 'L5259', '8.88'], ['1/6/2014', 'L3800', '4.24'], ['1/6/2014', 'L8148', '8.33'], ['1/6/2014', 'L3572', '14.97'], ['1/6/2014', 'L2490', '3.67'], ['1/6/2014', 'L2169', '15.58'], ['1/6/2014', 'L3259', '12.83'], ['1/6/2014', 'L9363', '5.66'], ['1/6/2014', 'L7291', '16.9'], ['1/6/2014', 'L8566', '11.34'], ['1/6/2014', 'L9254', '10.68']]",Ferro Inga
13,24.84155294,24.84152312,36.06952995,36.06948825,24.84153803,36.06950910000001,01/09/2014 11:41:01,01/09/2014 11:43:24,60,,[],[],Ferro Inga
13,24.90549163,24.90556634,36.06026488,36.06043268,24.905528985,36.06034878,01/14/2014 20:37:02,01/14/2014 20:41:01,60,Frydos Autosupply n' More,[],"[['1/14/2014', 'L9406', '49.21'], ['1/14/2014', 'L2169', '42.72'], ['1/14/2014', 'L9363', '146.74']]",Ferro Inga
13,24.90012049,24.90016646,36.06322906,36.06323975,24.900143475,36.063234405,01/07/2014 11:48:57,01/07/2014 11:54:01,300,,[],[],Ferro Inga
13,24.90016646,24.90017336,36.06323975,36.06323357,24.90016991,36.06323666,01/07/2014 11:54:01,01/07/2014 12:18:01,300,,[],[],Ferro Inga
13,24.90121141,24.90120159,36.05407851,36.05405507,24.9012065,36.05406678999999,01/09/2014 07:48:36,01/09/2014 08:02:01,300,,[],[],Ferro Inga
13,24.90549611,24.90568472,36.06040612,36.06041284,24.905590415,36.06040948,01/12/2014 15:44:09,01/12/2014 15:53:01,300,Frydos Autosupply n' More,[],"[['1/12/2014', 'L2247', '88.93'], ['1/12/2014', 'L2343', '161.96']]",Ferro Inga
13,24.9012505,24.90125376,36.05407249,36.05402149,24.90125213,36.05404699,01/13/2014 08:12:36,01/13/2014 08:24:01,300,,[],[],Ferro Inga
13,24.90124705,24.90124096,36.05409885,36.05413244,24.901244005,36.054115645,01/14/2014 07:35:36,01/14/2014 08:05:01,300,,[],[],Ferro Inga
13,24.89277587,24.89278567,36.05892876,36.05899822,24.89278077,36.05896349,01/15/2014 11:53:36,01/15/2014 12:12:01,300,,[],[],Ferro Inga
13,24.90127051,24.90122004,36.05404259,36.05406370000001,24.901245275,36.05405314500001,01/16/2014 08:03:36,01/16/2014 08:20:01,300,,[],[],Ferro Inga
13,24.901236899999997,24.90125232,36.05410986,36.05408272,24.90124461,36.05409629,01/06/2014 07:29:36,01/06/2014 08:03:01,1800,,[],[],Ferro Inga
13,24.9012263,24.90124697,36.05402982,36.05412089,24.901236635,36.054075355,01/07/2014 07:39:36,01/07/2014 08:11:01,1800,,[],[],Ferro Inga
13,24.90118612,24.90123028,36.05403277,36.05412409,24.9012082,36.05407843,01/08/2014 07:19:36,01/08/2014 08:05:01,1800,,[],[],Ferro Inga
13,24.84152312,24.84154116,36.06948825,36.06949467,24.84153214,36.06949146,01/09/2014 11:43:24,01/09/2014 12:25:01,1800,,[],[],Ferro Inga
13,24.9012268,24.90123062,36.05410587,36.05403870000001,24.90122871,36.054072285,01/10/2014 07:33:36,01/10/2014 08:13:01,1800,,[],[],Ferro Inga
13,24.90006525,24.90010931,36.06323236,36.06314781,24.90008728,36.063190085,01/10/2014 11:26:58,01/10/2014 12:16:01,1800,,[],[],Ferro Inga
13,24.85238796,24.85236552,36.0658403,36.06584431,24.85237674,36.065842305,01/11/2014 18:38:45,01/11/2014 19:19:01,1800,,[],[],Ferro Inga
13,24.87078921,24.87079143,36.05197174,36.05194098,24.87079032,36.05195636,01/12/2014 12:46:45,01/12/2014 13:31:01,1800,Ouzeri Elian,"[['1/12/2014 13:03', '8332', '38.55'], ['1/12/2014 13:17', '5407', '98.45'], ['1/12/2014 13:28', '7819', '24.72'], ['1/12/2014 13:30', '1310', '72.32']]","[['1/12/2014', 'L4034', '98.45'], ['1/12/2014', 'L6267', '55.55'], ['1/12/2014', 'L2070', '38.55'], ['1/12/2014', 'L5259', '24.72'], ['1/12/2014', 'L8012', '72.32'], ['1/12/2014', 'L5224', '117.22']]",Ferro Inga
13,24.89277118,24.89279734,36.05897187,36.05893131,24.89278426,36.05895159,01/13/2014 11:55:36,01/13/2014 12:33:01,1800,,[],[],Ferro Inga
13,24.90122557,24.90119921,36.0540499,36.05406765,24.90121239,36.054058775,01/15/2014 07:14:36,01/15/2014 07:59:01,1800,,[],[],Ferro Inga
13,24.85656681,24.85649491,36.0603296,36.06034564,24.85653086,36.06033762,01/15/2014 19:12:51,01/15/2014 19:57:01,1800,General Grocer,"[['1/15/2014 19:56', '7819', '126.2']]","[['1/15/2014', 'L5259', '106.2'], ['1/15/2014', 'L8566', '137.65'], ['1/15/2014', 'L6886', '83.11']]",Ferro Inga
13,24.90045428,24.90043293,36.05016898,36.05012433,24.900443605,36.050146655000006,01/16/2014 11:33:18,01/16/2014 12:26:01,1800,,[],[],Ferro Inga
13,24.901204800000002,24.90119204,36.05411816,36.05408062,24.90119842,36.05409939000001,01/17/2014 07:40:36,01/17/2014 08:24:01,1800,,[],[],Ferro Inga
13,24.84683236,24.84686402,36.08067825,36.08062851,24.84684819000001,36.08065338,01/17/2014 11:19:32,01/17/2014 12:04:01,1800,,[],[],Ferro Inga
13,24.84676787,24.84687083,36.08063286,36.08067087,24.84681935,36.080651865,01/18/2014 11:26:26,01/18/2014 12:14:01,1800,,[],[],Ferro Inga
13,24.84687083,24.84687855,36.08067087,36.08066306,24.84687469,36.080666965,01/18/2014 12:14:01,01/18/2014 12:59:01,1800,,[],[],Ferro Inga
13,24.89986919,24.89990104,36.05444903,36.05443753,24.899885115,36.05444328,01/18/2014 13:13:42,01/18/2014 14:08:01,1800,Katerinas Cafe,"[['1/18/2014 13:15', '6691', '34.54'], ['1/18/2014 13:34', '3484', '19.3'], ['1/18/2014 14:00', '8411', '37.26'], ['1/18/2014 14:03', '7688', '96.36'], ['1/18/2014 14:06', '7819', '24.14']]","[['1/18/2014', 'L6267', '34.54'], ['1/18/2014', 'L6110', '37.26'], ['1/18/2014', 'L9018', '32.68'], ['1/18/2014', 'L6110', '45.88'], ['1/18/2014', 'L4164', '96.36'], ['1/18/2014', 'L1485', '9.72'], ['1/18/2014', 'L6119', '8.14'], ['1/18/2014', 'L4424', '22.74'], ['1/18/2014', 'L5259', '37.21'], ['1/18/2014', 'L2490', '19.3'], ['1/18/2014', 'L2169', '33.41'], ['1/18/2014', 'L8012', '33.63'], ['1/18/2014', 'L9362', '76.1'], ['1/18/2014', 'L2459', '14.22'], ['1/18/2014', 'L9254', '19.31']]",Ferro Inga
13,24.85803821,24.8579782,36.05979141,36.05979199,24.858008205,36.05979170000001,01/06/2014 12:15:16,01/06/2014 14:11:01,3600,General Grocer,[],[],Ferro Inga
13,24.90568816,24.90557602,36.06034789,36.06039762,24.90563209,36.060372755,01/06/2014 17:44:46,01/06/2014 19:19:01,3600,Frydos Autosupply n' More,[],"[['1/6/2014', 'L2343', '80.85'], ['1/6/2014', 'L2247', '175.87'], ['1/6/2014', 'L4034', '89.3'], ['1/6/2014', 'L9637', '197.32'], ['1/6/2014', 'L8012', '274.98'], ['1/6/2014', 'L3288', '253.87']]",Ferro Inga
13,24.90252809,24.90252861,36.05575554,36.05572244,24.90252835,36.05573899,01/06/2014 19:21:47,01/06/2014 20:29:01,3600,Brew've Been Served,[],"[['1/6/2014', 'L2247', '4.17'], ['1/6/2014', 'L9406', '9.6'], ['1/6/2014', 'L4034', '4.27'], ['1/6/2014', 'L6110', '11.2'], ['1/6/2014', 'L2343', '15.39'], ['1/6/2014', 'L1485', '18.24'], ['1/6/2014', 'L5259', '8.88'], ['1/6/2014', 'L3800', '4.24'], ['1/6/2014', 'L8148', '8.33'], ['1/6/2014', 'L3572', '14.97'], ['1/6/2014', 'L2490', '3.67'], ['1/6/2014', 'L2169', '15.58'], ['1/6/2014', 'L3259', '12.83'], ['1/6/2014', 'L9363', '5.66'], ['1/6/2014', 'L7291', '16.9'], ['1/6/2014', 'L8566', '11.34'], ['1/6/2014', 'L9254', '10.68']]",Ferro Inga
13,24.85097413,24.85103357,36.06346302,36.06347119,24.85100385,36.063467105,01/07/2014 12:27:57,01/07/2014 13:59:01,3600,Roberts and Sons,[],[],Ferro Inga
13,24.90560022,24.90562218,36.06044201,36.06044147,24.90561120000001,36.06044174,01/07/2014 17:33:46,01/07/2014 18:36:01,3600,Frydos Autosupply n' More,[],"[['1/7/2014', 'L9363', '272.73']]",Ferro Inga
13,24.90248224,24.90255632,36.05581565,36.05577563,24.90251928,36.05579564,01/07/2014 18:37:05,01/07/2014 19:50:01,3600,Brew've Been Served,[],"[['1/7/2014', 'L2247', '12.74'], ['1/7/2014', 'L4034', '4.39'], ['1/7/2014', 'L9406', '11.91'], ['1/7/2014', 'L2343', '17.4'], ['1/7/2014', 'L6110', '15.66'], ['1/7/2014', 'L3800', '5.08'], ['1/7/2014', 'L3572', '11.92'], ['1/7/2014', 'L2490', '9.06'], ['1/7/2014', 'L2169', '3'], ['1/7/2014', 'L3259', '14.49'], ['1/7/2014', 'L9363', '7.74'], ['1/7/2014', 'L7291', '18.53']]",Ferro Inga
13,24.85802081,24.85805959,36.05978825,36.05974902,24.8580402,36.059768635,01/08/2014 12:10:16,01/08/2014 13:53:01,3600,General Grocer,[],"[['1/8/2014', 'L6544', '265.84']]",Ferro Inga
13,24.9056699,24.90559259,36.06037737,36.06038383,24.905631245,36.0603806,01/08/2014 17:31:46,01/08/2014 19:06:01,3600,Frydos Autosupply n' More,[],"[['1/8/2014', 'L9018', '214.07'], ['1/8/2014', 'L6267', '268.89'], ['1/8/2014', 'L1485', '182.56']]",Ferro Inga
13,24.90256079,24.9025001,36.05580473,36.05577403,24.902530445,36.05578938,01/08/2014 19:07:05,01/08/2014 21:03:01,3600,Brew've Been Served,[],"[['1/8/2014', 'L9406', '3.09'], ['1/8/2014', 'L2247', '14.88'], ['1/8/2014', 'L4034', '8.4'], ['1/8/2014', 'L2343', '3.92'], ['1/8/2014', 'L6110', '11.48'], ['1/8/2014', 'L1485', '12.92'], ['1/8/2014', 'L5259', '17.13'], ['1/8/2014', 'L3800', '3.42'], ['1/8/2014', 'L8148', '8.27'], ['1/8/2014', 'L3572', '7.26'], ['1/8/2014', 'L2490', '11.87'], ['1/8/2014', 'L2169', '6.3'], ['1/8/2014', 'L3259', '13.68'], ['1/8/2014', 'L9363', '10.15'], ['1/8/2014', 'L7291', '19.17'], ['1/8/2014', 'L8566', '12.3'], ['1/8/2014', 'L9254', '15.66']]",Ferro Inga
13,24.85099565,24.85097626,36.06342426,36.06345993,24.850985955,36.063442095,01/09/2014 12:27:46,01/09/2014 14:18:01,3600,Roberts and Sons,[],[],Ferro Inga
13,24.85098596,24.85103178,36.06342572,36.06348173,24.85100887,36.063453725,01/10/2014 12:25:57,01/10/2014 14:09:01,3600,Roberts and Sons,[],[],Ferro Inga
13,24.90563523,24.90564012,36.06043669,36.06039442,24.905637675,36.06041555500001,01/10/2014 17:32:46,01/10/2014 18:48:01,3600,Frydos Autosupply n' More,[],"[['1/10/2014', 'L2343', '43.65'], ['1/10/2014', 'L3800', '217.08']]",Ferro Inga
13,24.86858955,24.86857437,36.05283663,36.05283308,24.86858196,36.052834855,01/10/2014 18:56:13,01/10/2014 20:23:01,3600,Ouzeri Elian,[],"[['1/10/2014', 'L2247', '24.74'], ['1/10/2014', 'L6267', '19.92'], ['1/10/2014', 'L1485', '35.24'], ['1/10/2014', 'L6119', '25.98'], ['1/10/2014', 'L3014', '15.25'], ['1/10/2014', 'L5553', '30.93'], ['1/10/2014', 'L3259', '20.46']]",Ferro Inga
13,24.85100347,24.85101729,36.06346957,36.06348752,24.85101038,36.063478545,01/13/2014 12:42:02,01/13/2014 13:53:01,3600,Roberts and Sons,[],[],Ferro Inga
13,24.90561627,24.90558553,36.06043997,36.06044736,24.9056009,36.060443665,01/13/2014 17:52:46,01/13/2014 19:12:01,3600,Frydos Autosupply n' More,[],"[['1/13/2014', 'L8328', '188.57'], ['1/13/2014', 'L6110', '64.6'], ['1/13/2014', 'L9018', '202.05'], ['1/13/2014', 'L2169', '87.57']]",Ferro Inga
