id,long1,long2,lat1,lat2,long_center,lat_center,Timestamp1,Timestamp2,time_threshold,location,cc,lc,emp_name
4,24.8720648,24.87211403,36.07820212,36.07821618,24.872089415,36.07820915,01/08/2014 18:12:20,01/08/2014 18:17:01,60,,[],[],Barranco Ingrid
4,24.87210456,24.87213836,36.07820918,36.07820137,24.87212146,36.078205275,01/10/2014 18:09:21,01/10/2014 18:13:01,60,,[],[],Barranco Ingrid
4,24.85761561,24.85758499,36.07663919,36.07662702,24.8576003,36.076633105,01/10/2014 19:44:12,01/10/2014 19:48:01,60,Albert's Fine Clothing,[],"[['1/10/2014', 'L3366', '126.13']]",Barranco Ingrid
4,24.872126,24.87214904,36.07820015,36.07820018,24.87213752000001,36.078200165,01/12/2014 20:49:12,01/12/2014 20:53:01,60,,[],[],Barranco Ingrid
4,24.86422629,24.86418693,36.07334321,36.07332038,24.86420661,36.073331795,01/14/2014 07:04:11,01/14/2014 07:07:01,60,,[],[],Barranco Ingrid
4,24.87212675,24.87212701,36.0781868,36.07819585,24.87212688,36.078191325,01/16/2014 21:17:12,01/16/2014 21:19:01,60,,[],[],Barranco Ingrid
4,24.87209748,24.87214384,36.0782,36.07820978,24.87212066,36.07820489,01/18/2014 19:55:56,01/18/2014 19:57:01,60,,[],[],Barranco Ingrid
4,24.86421942,24.86418589,36.07333683,36.07332875,24.864202655,36.07333279,01/06/2014 06:35:24,01/06/2014 06:53:01,300,,[],[],Barranco Ingrid
4,24.86418589,24.86416737,36.07332875,36.07334355,24.86417663000001,36.07333615,01/06/2014 06:53:01,01/06/2014 07:15:01,300,,[],[],Barranco Ingrid
4,24.85103902,24.85097294,36.06338067,36.06346403,24.85100598,36.06342235,01/06/2014 12:42:16,01/06/2014 13:00:01,300,Roberts and Sons,[],[],Barranco Ingrid
4,24.85097294,24.85098404,36.06346403,36.063451799999996,24.85097849,36.063457915,01/06/2014 13:00:01,01/06/2014 13:29:01,300,Roberts and Sons,[],[],Barranco Ingrid
4,24.86422942,24.86417021,36.07332795,36.07335772,24.864199815,36.073342835,01/07/2014 06:44:23,01/07/2014 06:56:01,300,,[],[],Barranco Ingrid
4,24.86417021,24.86417674,36.07335772,36.07335427,24.864173475,36.073355995,01/07/2014 06:56:01,01/07/2014 07:07:01,300,,[],[],Barranco Ingrid
4,24.86419949,24.86417979,36.073348100000004,36.0733307,24.86418964,36.073339399999995,01/09/2014 06:59:01,01/09/2014 07:15:01,300,,[],[],Barranco Ingrid
4,24.86420642,24.86418569,36.07335872,36.0733594,24.864196055,36.07335906,01/10/2014 06:48:24,01/10/2014 07:01:01,300,,[],[],Barranco Ingrid
4,24.85758499,24.85763723,36.07662702,36.07663663,24.85761111,36.076631825,01/10/2014 19:48:01,01/10/2014 20:11:01,300,Albert's Fine Clothing,"[['1/10/2014 20:11', '6895', '126.13']]","[['1/10/2014', 'L3366', '126.13']]",Barranco Ingrid
4,24.86422562,24.86416419,36.07334128,36.0733346,24.864194905,36.07333794,01/13/2014 06:34:24,01/13/2014 06:46:01,300,,[],[],Barranco Ingrid
4,24.86416419,24.86420583,36.0733346,36.07335991,24.86418501,36.073347255,01/13/2014 06:46:01,01/13/2014 07:12:01,300,,[],[],Barranco Ingrid
4,24.86418693,24.86416839,36.07332038,36.07332041,24.86417766,36.073320395,01/14/2014 07:07:01,01/14/2014 07:17:01,300,,[],[],Barranco Ingrid
4,24.8641804,24.86419764,36.07335376,36.07334699,24.86418902,36.073350375,01/15/2014 06:53:25,01/15/2014 07:10:01,300,,[],[],Barranco Ingrid
4,24.87213121,24.87211296,36.07818793,36.07820694,24.872122085,36.078197435,01/15/2014 20:23:12,01/15/2014 20:30:01,300,,[],[],Barranco Ingrid
4,24.86421878,24.86419594,36.07332987,36.07333896,24.86420736,36.07333441500001,01/16/2014 06:32:24,01/16/2014 06:57:01,300,,[],[],Barranco Ingrid
4,24.86419594,24.86419467,36.07333896,36.07332799,24.864195305,36.073333475,01/16/2014 06:57:01,01/16/2014 07:12:01,300,,[],[],Barranco Ingrid
4,24.86417613,24.86418152,36.07333221,36.07332043,24.864178825,36.07332632,01/17/2014 07:22:13,01/17/2014 07:31:01,300,,[],[],Barranco Ingrid
4,24.85763488,24.85757695,36.07669725,36.07664973,24.857605915,36.07667349000001,01/06/2014 19:57:13,01/06/2014 20:52:01,1800,Albert's Fine Clothing,"[['1/6/2014 20:26', '9551', '276.9']]","[['1/6/2014', 'L5777', '276.9'], ['1/6/2014', 'L2169', '121.76']]",Barranco Ingrid
4,24.86418317,24.86419787,36.07335552,36.07335434,24.86419052,36.07335493,01/08/2014 06:24:25,01/08/2014 07:06:01,1800,,[],[],Barranco Ingrid
4,24.87079978,24.87077127,36.05196143,36.05197096,24.870785525,36.051966195,01/08/2014 12:34:05,01/08/2014 13:34:01,1800,Ouzeri Elian,"[['1/8/2014 13:21', '8156', '109.73']]","[['1/8/2014', 'L2247', '24.92'], ['1/8/2014', 'L5777', '10.81'], ['1/8/2014', 'L4164', '32.61'], ['1/8/2014', 'L6267', '29.85'], ['1/8/2014', 'L3288', '62.2'], ['1/8/2014', 'L5224', '29.73']]",Barranco Ingrid
4,24.87211403,24.87213018,36.07821618,36.07820564,24.872122105,36.07821091,01/08/2014 18:17:01,01/08/2014 19:14:01,1800,,[],[],Barranco Ingrid
4,24.87077645,24.87079982,36.05196879,36.05194085,24.870788135,36.05195482,01/09/2014 12:30:05,01/09/2014 13:22:01,1800,Ouzeri Elian,"[['1/9/2014 12:59', '8332', '31.03'], ['1/9/2014 13:21', '7688', '26.09']]","[['1/9/2014', 'L4164', '26.09'], ['1/9/2014', 'L6544', '32.89'], ['1/9/2014', 'L8148', '22.4']]",Barranco Ingrid
4,24.85756851,24.85761407,36.07665079,36.07668605,24.85759129,36.07666842,01/11/2014 13:01:13,01/11/2014 13:48:01,1800,Albert's Fine Clothing,[],"[['1/11/2014', 'L2169', '211.47'], ['1/11/2014', 'L5224', '105.33']]",Barranco Ingrid
4,24.8576174,24.85758889,36.07667301,36.07662056,24.857603145,36.076646785,01/11/2014 18:28:13,01/11/2014 19:27:01,1800,Albert's Fine Clothing,"[['1/11/2014 19:27', '8156', '105.33']]","[['1/11/2014', 'L2169', '211.47'], ['1/11/2014', 'L5224', '105.33']]",Barranco Ingrid
4,24.85763539,24.85758898,36.07668699,36.07662898,24.857612185,36.076657985,01/15/2014 19:20:13,01/15/2014 20:20:01,1800,Albert's Fine Clothing,[],"[['1/15/2014', 'L6417', '228.15']]",Barranco Ingrid
4,24.90257075,24.90253498,36.05579078,36.05573546,24.902552865,36.05576312,01/17/2014 12:22:42,01/17/2014 13:22:01,1800,Brew've Been Served,[],"[['1/17/2014', 'L2247', '11.69'], ['1/17/2014', 'L9406', '8.07'], ['1/17/2014', 'L4034', '18.15'], ['1/17/2014', 'L6110', '14.58'], ['1/17/2014', 'L1485', '3.09'], ['1/17/2014', 'L5259', '15.46'], ['1/17/2014', 'L3800', '12.56'], ['1/17/2014', 'L3572', '11.04'], ['1/17/2014', 'L2490', '13.66'], ['1/17/2014', 'L3259', '16.62'], ['1/17/2014', 'L9363', '5.29'], ['1/17/2014', 'L7291', '12.3'], ['1/17/2014', 'L8566', '19.39'], ['1/17/2014', 'L9254', '10.52']]",Barranco Ingrid
4,24.87214706,24.87211948,36.07819977,36.07818062,24.87213327,36.078190195,01/17/2014 18:11:22,01/17/2014 19:09:01,1800,,[],[],Barranco Ingrid
4,24.87211334,24.87214134,36.07818735,36.07818657,24.87212734,36.07818696,01/06/2014 18:28:01,01/06/2014 19:54:01,3600,,[],[],Barranco Ingrid
4,24.85100917,24.85099437,36.06342812,36.06345477,24.85100177,36.063441445,01/07/2014 12:17:17,01/07/2014 13:39:01,3600,Roberts and Sons,[],[],Barranco Ingrid
4,24.87211317,24.872134,36.07819823,36.078196500000004,24.872123585,36.078197365,01/07/2014 18:29:22,01/07/2014 19:30:01,3600,,[],[],Barranco Ingrid
4,24.85758225,24.85757134,36.07663695,36.07667324,24.857576795,36.076655095,01/07/2014 19:33:13,01/07/2014 21:25:01,3600,Albert's Fine Clothing,"[['1/7/2014 20:04', '6895', '308.36'], ['1/7/2014 20:10', '7117', '78.91']]","[['1/7/2014', 'L6417', '78.91'], ['1/7/2014', 'L3366', '228.36']]",Barranco Ingrid
4,24.85756815,24.85763266,36.07669721,36.07669045,24.857600405,36.07669383,01/08/2014 19:18:01,01/08/2014 21:02:01,3600,Albert's Fine Clothing,"[['1/8/2014 20:45', '9635', '136.01']]","[['1/8/2014', 'L3191', '136.01']]",Barranco Ingrid
4,24.87214417,24.87214936,36.07820348,36.07818476,24.872146765,36.07819412,01/09/2014 18:05:22,01/09/2014 19:53:01,3600,,[],[],Barranco Ingrid
4,24.8498314,24.84981328,36.06587262,36.06583172,24.84982234,36.06585217,01/09/2014 19:59:24,01/09/2014 21:40:01,3600,Kronos Mart,[],"[['1/9/2014', 'L4164', '203.91']]",Barranco Ingrid
4,24.89986513,24.89995881,36.05444904,36.05449236,24.89991197,36.0544707,01/10/2014 12:27:23,01/10/2014 13:34:01,3600,Katerinas Cafe,"[['1/10/2014 13:30', '7688', '34.76']]","[['1/10/2014', 'L9018', '21.22'], ['1/10/2014', 'L6110', '8.14'], ['1/10/2014', 'L4034', '21.28'], ['1/10/2014', 'L4164', '34.76'], ['1/10/2014', 'L6544', '37.62'], ['1/10/2014', 'L3366', '25.62'], ['1/10/2014', 'L9637', '24.33'], ['1/10/2014', 'L3259', '15.76'], ['1/10/2014', 'L3295', '21.89'], ['1/10/2014', 'L9254', '25.36']]",Barranco Ingrid
4,24.87213836,24.87214022,36.07820137,36.07820468,24.87213929,36.078203025,01/10/2014 18:13:01,01/10/2014 19:41:01,3600,,[],[],Barranco Ingrid
