id,long1,long2,lat1,lat2,long_center,lat_center,Timestamp1,Timestamp2,time_threshold,location,cc,lc,emp_name
14,24.89612202,24.89612466,36.06335825,36.06343077,24.89612334000001,36.06339451,01/06/2014 20:16:04,01/06/2014 20:18:01,60,,[],[],Dedos Lidelse
14,24.89999177,24.89989055,36.05447785,36.05452199,24.89994116,36.05449992,01/08/2014 19:50:03,01/08/2014 19:52:01,60,Katerinas Cafe,[],"[['1/8/2014', 'L4034', '34.25'], ['1/8/2014', 'L6110', '13.83'], ['1/8/2014', 'L2343', '16.93'], ['1/8/2014', 'L6267', '8.53'], ['1/8/2014', 'L1682', '19.12'], ['1/8/2014', 'L6119', '36.6'], ['1/8/2014', 'L4424', '27.87'], ['1/8/2014', 'L3366', '37.04'], ['1/8/2014', 'L5756', '29.26'], ['1/8/2014', 'L9637', '26.45'], ['1/8/2014', 'L9637', '33.31'], ['1/8/2014', 'L8012', '31.59'], ['1/8/2014', 'L3295', '32.83']]",Dedos Lidelse
14,24.8961226,24.8961707,36.06339367,36.06340025,24.89614665,36.06339696000001,01/08/2014 21:20:03,01/08/2014 21:22:01,60,,[],[],Dedos Lidelse
14,24.90003525,24.89997559,36.05459505,36.05448927,24.90000542,36.05454216,01/13/2014 19:03:02,01/13/2014 19:05:01,60,Katerinas Cafe,[],"[['1/13/2014', 'L9018', '38.98'], ['1/13/2014', 'L4034', '33.57'], ['1/13/2014', 'L6267', '26.15'], ['1/13/2014', 'L6119', '37.88'], ['1/13/2014', 'L6119', '15.82'], ['1/13/2014', 'L4424', '8.29'], ['1/13/2014', 'L4424', '27.59'], ['1/13/2014', 'L9637', '35.7'], ['1/13/2014', 'L8012', '11.36'], ['1/13/2014', 'L7814', '24.26'], ['1/13/2014', 'L3259', '33.11'], ['1/13/2014', 'L9362', '29.55'], ['1/13/2014', 'L9362', '29.83']]",Dedos Lidelse
14,24.89613824,24.89611562,36.0633854,36.06339394,24.89612693,36.06338967,01/13/2014 21:07:03,01/13/2014 21:09:01,60,,[],[],Dedos Lidelse
14,24.89611434,24.896100600000004,36.06341666,36.06337798,24.896107470000004,36.06339732,01/14/2014 20:33:04,01/14/2014 20:36:01,60,,[],[],Dedos Lidelse
14,24.85092075,24.85091381,36.08182775,36.08175177,24.85091728,36.08178976,01/13/2014 07:23:06,01/13/2014 07:52:01,300,Bean There Done That,[],"[['1/13/2014', 'L7783', '7.93'], ['1/13/2014', 'L3191', '18.02'], ['1/13/2014', 'L3014', '19.56'], ['1/13/2014', 'L4149', '5.54'], ['1/13/2014', 'L4424', '10.37'], ['1/13/2014', 'L5553', '15.24'], ['1/13/2014', 'L3366', '18.59']]",Dedos Lidelse
14,24.88588605,24.88591453,36.0636394,36.06366224,24.88590029,36.06365082,01/14/2014 07:46:46,01/14/2014 07:57:01,300,Hallowed Grounds,"[['1/14/2014 7:54', '1874', '19.99'], ['1/14/2014 7:54', '9617', '50.21']]","[['1/14/2014', 'L8328', '16.67'], ['1/14/2014', 'L1107', '10.65'], ['1/14/2014', 'L6267', '6.16'], ['1/14/2014', 'L6119', '10.75'], ['1/14/2014', 'L6544', '13'], ['1/14/2014', 'L4424', '19.99'], ['1/14/2014', 'L5553', '10.21'], ['1/14/2014', 'L8012', '4.59']]",Dedos Lidelse
14,24.88590192,24.88593546,36.0636454,36.06363582,24.88591869,36.06364061,01/17/2014 07:31:46,01/17/2014 08:00:01,300,Hallowed Grounds,"[['1/17/2014 7:33', '7889', '14.58'], ['1/17/2014 7:39', '9617', '15.98'], ['1/17/2014 7:41', '8129', '10.52'], ['1/17/2014 7:52', '1874', '18.6'], ['1/17/2014 7:56', '5010', '9.72'], ['1/17/2014 7:59', '6691', '5.52']]","[['1/17/2014', 'L6267', '5.52'], ['1/17/2014', 'L5777', '9.4'], ['1/17/2014', 'L6119', '14.58'], ['1/17/2014', 'L4424', '18.6'], ['1/17/2014', 'L5553', '15.98'], ['1/17/2014', 'L8012', '3.25'], ['1/17/2014', 'L7814', '18.22'], ['1/17/2014', 'L2459', '9.72']]",Dedos Lidelse
14,24.8859479,24.88595173,36.063708,36.06364176,24.885949815,36.06367488,01/06/2014 07:29:46,01/06/2014 08:06:01,1800,Hallowed Grounds,"[['1/6/2014 7:34', '7108', '52.22'], ['1/6/2014 7:36', '9617', '16.72'], ['1/6/2014 7:47', '8129', '16.53'], ['1/6/2014 7:48', '3492', '10.66'], ['1/6/2014 7:54', '7889', '16.88'], ['1/6/2014 7:54', '2681', '32.93'], ['1/6/2014 7:55', '9551', '8.05'], ['1/6/2014 8:00', '6691', '9.69'], ['1/6/2014 8:01', '1874', '10.07']]","[['1/6/2014', 'L8328', '16.53'], ['1/6/2014', 'L1107', '12.93'], ['1/6/2014', 'L5777', '8.05'], ['1/6/2014', 'L6544', '12.22'], ['1/6/2014', 'L4424', '10.07'], ['1/6/2014', 'L5553', '16.72'], ['1/6/2014', 'L7814', '10.66']]",Dedos Lidelse
